antecedents_str,consequents_str,rule_str,support,confidence,lift,strength
"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG PINK POLKADOT,"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG PINK POLKADOT",0.0105,0.4659,6.8558,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG SUKI DESIGN  →  LUNCH BAG RED RETROSPOT",0.0194,0.6132,6.8441,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE",LUNCH BAG ALPHABET DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG CARS BLUE  →  LUNCH BAG ALPHABET DESIGN",0.0105,0.3242,6.82,Very Strong
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG SUKI DESIGN,LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG SUKI DESIGN,0.0188,0.4553,6.8031,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG RED RETROSPOT",0.0191,0.6093,6.7997,Very Strong
NO SINGING METAL SIGN,PLEASE ONE PERSON METAL SIGN,NO SINGING METAL SIGN  →  PLEASE ONE PERSON METAL SIGN,0.0102,0.3489,6.7886,Very Strong
JUMBO BAG PEARS,JUMBO BAG ALPHABET,JUMBO BAG PEARS  →  JUMBO BAG ALPHABET,0.0124,0.3675,6.7598,Very Strong
JUMBO STORAGE BAG SUKI,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI  →  JUMBO  BAG BAROQUE BLACK WHITE,0.0191,0.331,6.7576,Very Strong
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO STORAGE BAG SUKI,JUMBO  BAG BAROQUE BLACK WHITE  →  JUMBO STORAGE BAG SUKI,0.0191,0.3892,6.7576,Very Strong
"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT",LUNCH BAG PINK POLKADOT,"JUMBO BAG RED RETROSPOT, LUNCH BAG RED RETROSPOT  →  LUNCH BAG PINK POLKADOT",0.0137,0.4582,6.7421,Very Strong
"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG SPACEBOY DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG RED RETROSPOT",0.0168,0.604,6.7416,Very Strong
CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE KEEP CALM,CHOCOLATE HOT WATER BOTTLE  →  HOT WATER BOTTLE KEEP CALM,0.0194,0.3702,6.7389,Very Strong
HOT WATER BOTTLE KEEP CALM,CHOCOLATE HOT WATER BOTTLE,HOT WATER BOTTLE KEEP CALM  →  CHOCOLATE HOT WATER BOTTLE,0.0194,0.3529,6.7389,Very Strong
SET OF 20 VINTAGE CHRISTMAS NAPKINS,PAPER CHAIN KIT VINTAGE CHRISTMAS,SET OF 20 VINTAGE CHRISTMAS NAPKINS  →  PAPER CHAIN KIT VINTAGE CHRISTMAS,0.0128,0.3614,6.7359,Very Strong
LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE  →  LUNCH BAG WOODLAND,0.0257,0.3629,6.7244,Very Strong
LUNCH BAG WOODLAND,LUNCH BAG CARS BLUE,LUNCH BAG WOODLAND  →  LUNCH BAG CARS BLUE,0.0257,0.4754,6.7244,Very Strong
JUMBO BAG PINK VINTAGE PAISLEY,JUMBO BAG PINK POLKADOT,JUMBO BAG PINK VINTAGE PAISLEY  →  JUMBO BAG PINK POLKADOT,0.0187,0.4249,6.7212,Very Strong
"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,"JUMBO SHOPPER VINTAGE RED PAISLEY, JUMBO STORAGE BAG SUKI  →  JUMBO BAG RED RETROSPOT",0.0144,0.7427,6.7209,Very Strong
LOVE HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,LOVE HOT WATER BOTTLE  →  SCOTTIE DOG HOT WATER BOTTLE,0.0112,0.3286,6.7197,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT",LUNCH BAG APPLE DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG RED RETROSPOT  →  LUNCH BAG APPLE DESIGN",0.0155,0.3988,6.7179,Very Strong
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG PINK POLKADOT,JUMBO BAG SPACEBOY DESIGN  →  JUMBO BAG PINK POLKADOT,0.0138,0.4243,6.7119,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT",LUNCH BAG CARS BLUE,"LUNCH BAG APPLE DESIGN, LUNCH BAG RED RETROSPOT  →  LUNCH BAG CARS BLUE",0.0127,0.4745,6.7112,Very Strong
HOT WATER BOTTLE I AM SO POORLY,SCOTTIE DOG HOT WATER BOTTLE,HOT WATER BOTTLE I AM SO POORLY  →  SCOTTIE DOG HOT WATER BOTTLE,0.0126,0.3278,6.7025,Very Strong
"JUMBO STORAGE BAG SUKI, LUNCH BAG SUKI DESIGN",LUNCH BAG RED RETROSPOT,"JUMBO STORAGE BAG SUKI, LUNCH BAG SUKI DESIGN  →  LUNCH BAG RED RETROSPOT",0.0104,0.6,6.6964,Very Strong
"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG ALPHABET DESIGN,"LUNCH BAG RED RETROSPOT, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG ALPHABET DESIGN",0.0105,0.3178,6.6866,Very Strong
RETROSPOT HEART HOT WATER BOTTLE,CHOCOLATE HOT WATER BOTTLE,RETROSPOT HEART HOT WATER BOTTLE  →  CHOCOLATE HOT WATER BOTTLE,0.0135,0.35,6.6844,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG RED RETROSPOT",0.0115,0.5983,6.6777,Very Strong
SET OF 60 PANTRY DESIGN CAKE CASES,60 TEATIME FAIRY CAKE CASES,SET OF 60 PANTRY DESIGN CAKE CASES  →  60 TEATIME FAIRY CAKE CASES,0.0103,0.3107,6.6713,Very Strong
JUMBO BAG DOILEY PATTERNS,JUMBO BAG APPLES,JUMBO BAG DOILEY PATTERNS  →  JUMBO BAG APPLES,0.0106,0.3284,6.6707,Very Strong
LUNCH BAG SUKI DESIGN,LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN  →  LUNCH BAG APPLE DESIGN,0.0265,0.3954,6.6618,Very Strong
LUNCH BAG APPLE DESIGN,LUNCH BAG SUKI DESIGN,LUNCH BAG APPLE DESIGN  →  LUNCH BAG SUKI DESIGN,0.0265,0.4458,6.6618,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG CARS BLUE, LUNCH BAG SUKI DESIGN  →  LUNCH BAG RED RETROSPOT",0.0174,0.5967,6.6594,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG RED RETROSPOT",0.0174,0.5967,6.6594,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG ALPHABET DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG  BLACK SKULL., LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG RED RETROSPOT",0.0112,0.5966,6.6581,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG APPLE DESIGN,"LUNCH BAG PINK POLKADOT, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG APPLE DESIGN",0.0106,0.3952,6.658,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG APPLE DESIGN, LUNCH BAG SUKI DESIGN  →  LUNCH BAG RED RETROSPOT",0.0158,0.5957,6.6489,Very Strong
"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG DOLLY GIRL DESIGN, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG RED RETROSPOT",0.0149,0.5949,6.639,Very Strong
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG ALPHABET DESIGN,LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG ALPHABET DESIGN,0.013,0.3152,6.6304,Very Strong
LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE  →  LUNCH BAG PINK POLKADOT,0.0319,0.4505,6.6287,Very Strong
LUNCH BAG PINK POLKADOT,LUNCH BAG CARS BLUE,LUNCH BAG PINK POLKADOT  →  LUNCH BAG CARS BLUE,0.0319,0.4686,6.6287,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0118,0.5269,6.6236,Very Strong
JUMBO BAG VINTAGE DOILY,JUMBO BAG VINTAGE LEAF,JUMBO BAG VINTAGE DOILY  →  JUMBO BAG VINTAGE LEAF,0.0166,0.3739,6.6215,Very Strong
"JUMBO BAG APPLES, JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,"JUMBO BAG APPLES, JUMBO BAG PINK POLKADOT  →  JUMBO BAG RED RETROSPOT",0.0119,0.7291,6.5971,Very Strong
JUMBO BAG SPACEBOY DESIGN,JUMBO BAG STRAWBERRY,JUMBO BAG SPACEBOY DESIGN  →  JUMBO BAG STRAWBERRY,0.0103,0.3176,6.5926,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE",LUNCH BAG RED RETROSPOT,"LUNCH BAG APPLE DESIGN, LUNCH BAG CARS BLUE  →  LUNCH BAG RED RETROSPOT",0.0127,0.5896,6.5798,Very Strong
LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.  →  LUNCH BAG PINK POLKADOT,0.0356,0.4469,6.5757,Very Strong
LUNCH BAG PINK POLKADOT,LUNCH BAG  BLACK SKULL.,LUNCH BAG PINK POLKADOT  →  LUNCH BAG  BLACK SKULL.,0.0356,0.5231,6.5757,Very Strong
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG STRAWBERRY",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO BAG STRAWBERRY  →  JUMBO BAG RED RETROSPOT",0.0109,0.7258,6.5677,Very Strong
JUMBO STORAGE BAG SKULLS,JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SKULLS  →  JUMBO BAG STRAWBERRY,0.0113,0.3161,6.562,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN",LUNCH BAG CARS BLUE,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN  →  LUNCH BAG CARS BLUE",0.0102,0.4635,6.556,Very Strong
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG STRAWBERRY",JUMBO BAG RED RETROSPOT,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG STRAWBERRY  →  JUMBO BAG RED RETROSPOT",0.0111,0.7225,6.5378,Very Strong
JUMBO BAG ALPHABET,LUNCH BAG ALPHABET DESIGN,JUMBO BAG ALPHABET  →  LUNCH BAG ALPHABET DESIGN,0.0169,0.3107,6.5352,Very Strong
LUNCH BAG ALPHABET DESIGN,JUMBO BAG ALPHABET,LUNCH BAG ALPHABET DESIGN  →  JUMBO BAG ALPHABET,0.0169,0.3553,6.5352,Very Strong
JUMBO BAG SCANDINAVIAN BLUE PAISLEY,JUMBO BAG PINK POLKADOT,JUMBO BAG SCANDINAVIAN BLUE PAISLEY  →  JUMBO BAG PINK POLKADOT,0.0138,0.4125,6.5245,Very Strong
72 SWEETHEART FAIRY CAKE CASES,PACK OF 72 RETROSPOT CAKE CASES,72 SWEETHEART FAIRY CAKE CASES  →  PACK OF 72 RETROSPOT CAKE CASES,0.0154,0.4361,6.5165,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG APPLE DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG APPLE DESIGN",0.0113,0.3867,6.5154,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN  →  LUNCH BAG SPACEBOY DESIGN",0.0101,0.4562,6.512,Very Strong
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG STRAWBERRY,JUMBO  BAG BAROQUE BLACK WHITE  →  JUMBO BAG STRAWBERRY,0.0154,0.3136,6.5098,Very Strong
JUMBO BAG STRAWBERRY,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG STRAWBERRY  →  JUMBO  BAG BAROQUE BLACK WHITE,0.0154,0.3189,6.5098,Very Strong
PACK OF 72 SKULL CAKE CASES,PACK OF 60 PINK PAISLEY CAKE CASES,PACK OF 72 SKULL CAKE CASES  →  PACK OF 60 PINK PAISLEY CAKE CASES,0.0103,0.3005,6.5083,Very Strong
"JUMBO BAG APPLES, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,"JUMBO BAG APPLES, JUMBO STORAGE BAG SUKI  →  JUMBO BAG RED RETROSPOT",0.0103,0.7191,6.507,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG SPACEBOY DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG SPACEBOY DESIGN  →  LUNCH BAG RED RETROSPOT",0.0105,0.583,6.5062,Very Strong
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,"JUMBO BAG SCANDINAVIAN BLUE PAISLEY, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG RED RETROSPOT",0.0105,0.7182,6.4991,Very Strong
"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK VINTAGE PAISLEY, JUMBO STORAGE BAG SUKI  →  JUMBO BAG RED RETROSPOT",0.0106,0.7174,6.4915,Very Strong
LUNCH BAG VINTAGE LEAF DESIGN,LUNCH BAG SUKI DESIGN,LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG SUKI DESIGN,0.0191,0.4343,6.4901,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI",JUMBO BAG APPLES,"JUMBO BAG RED RETROSPOT, JUMBO STORAGE BAG SUKI  →  JUMBO BAG APPLES",0.0103,0.3192,6.4847,Very Strong
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO BAG PINK POLKADOT  →  JUMBO BAG RED RETROSPOT",0.0135,0.7149,6.4689,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT",LUNCH BAG APPLE DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG RED RETROSPOT  →  LUNCH BAG APPLE DESIGN",0.0127,0.3826,6.4451,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG PINK VINTAGE PAISLEY",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, JUMBO BAG PINK VINTAGE PAISLEY  →  JUMBO BAG RED RETROSPOT",0.0133,0.7112,6.4355,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",LUNCH BAG ALPHABET DESIGN,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT  →  LUNCH BAG ALPHABET DESIGN",0.0116,0.3057,6.4318,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SKULLS",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, JUMBO STORAGE BAG SKULLS  →  JUMBO BAG RED RETROSPOT",0.0114,0.71,6.4246,Very Strong
"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT",LUNCH BAG APPLE DESIGN,"LUNCH BAG CARS BLUE, LUNCH BAG PINK POLKADOT  →  LUNCH BAG APPLE DESIGN",0.0121,0.3813,6.4239,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG SPACEBOY DESIGN,"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG SPACEBOY DESIGN",0.0101,0.448,6.3953,Very Strong
"JUMBO BAG SPACEBOY DESIGN, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,"JUMBO BAG SPACEBOY DESIGN, JUMBO STORAGE BAG SUKI  →  JUMBO BAG RED RETROSPOT",0.0105,0.7065,6.3931,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT",LUNCH BAG ALPHABET DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT  →  LUNCH BAG ALPHABET DESIGN",0.0108,0.3032,6.3778,Very Strong
HAND WARMER SCOTTY DOG DESIGN,SCOTTIE DOG HOT WATER BOTTLE,HAND WARMER SCOTTY DOG DESIGN  →  SCOTTIE DOG HOT WATER BOTTLE,0.0113,0.3099,6.3369,Very Strong
"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN",LUNCH BAG  BLACK SKULL.,"LUNCH BAG ALPHABET DESIGN, LUNCH BAG APPLE DESIGN  →  LUNCH BAG  BLACK SKULL.",0.0111,0.5036,6.3315,Very Strong
GREY HEART HOT WATER BOTTLE,SCOTTIE DOG HOT WATER BOTTLE,GREY HEART HOT WATER BOTTLE  →  SCOTTIE DOG HOT WATER BOTTLE,0.0119,0.3096,6.3315,Very Strong
"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN",LUNCH BAG RED RETROSPOT,"LUNCH BAG APPLE DESIGN, LUNCH BAG VINTAGE LEAF DESIGN  →  LUNCH BAG RED RETROSPOT",0.0127,0.5663,6.3204,Very Strong
"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT",LUNCH BAG APPLE DESIGN,"LUNCH BAG PINK POLKADOT, LUNCH BAG RED RETROSPOT  →  LUNCH BAG APPLE DESIGN",0.0142,0.3737,6.2952,Very Strong
"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT",LUNCH BAG APPLE DESIGN,"LUNCH BAG  BLACK SKULL., LUNCH BAG PINK POLKADOT  →  LUNCH BAG APPLE DESIGN",0.0133,0.3733,6.289,Very Strong
"JUMBO STORAGE BAG SKULLS, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,"JUMBO STORAGE BAG SKULLS, JUMBO STORAGE BAG SUKI  →  JUMBO BAG RED RETROSPOT",0.0108,0.6943,6.2826,Very Strong
LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND,LUNCH BAG PINK POLKADOT  →  LUNCH BAG WOODLAND,0.023,0.3385,6.2714,Very Strong
LUNCH BAG WOODLAND,LUNCH BAG PINK POLKADOT,LUNCH BAG WOODLAND  →  LUNCH BAG PINK POLKADOT,0.023,0.4262,6.2714,Very Strong
JUMBO BAG VINTAGE LEAF,JUMBO BAG ALPHABET,JUMBO BAG VINTAGE LEAF  →  JUMBO BAG ALPHABET,0.0192,0.3405,6.2617,Very Strong
JUMBO BAG ALPHABET,JUMBO BAG VINTAGE LEAF,JUMBO BAG ALPHABET  →  JUMBO BAG VINTAGE LEAF,0.0192,0.3536,6.2617,Very Strong
LARGE WHITE HEART OF WICKER,HEART OF WICKER LARGE,LARGE WHITE HEART OF WICKER  →  HEART OF WICKER LARGE,0.0154,0.3874,6.2475,Very Strong
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO  BAG BAROQUE BLACK WHITE  →  JUMBO SHOPPER VINTAGE RED PAISLEY,0.0183,0.3727,6.2457,Very Strong
JUMBO SHOPPER VINTAGE RED PAISLEY,JUMBO  BAG BAROQUE BLACK WHITE,JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO  BAG BAROQUE BLACK WHITE,0.0183,0.3059,6.2457,Very Strong
"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG VINTAGE LEAF,"JUMBO BAG RED RETROSPOT, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG VINTAGE LEAF",0.0105,0.3523,6.2396,Very Strong
"JUMBO BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL.",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, LUNCH BAG  BLACK SKULL.  →  JUMBO BAG RED RETROSPOT",0.0105,0.6895,6.2389,Very Strong
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO STORAGE BAG SUKI  →  JUMBO BAG RED RETROSPOT",0.0131,0.6878,6.2234,Very Strong
LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT  →  LUNCH BAG PINK POLKADOT,0.0379,0.4228,6.2209,Very Strong
LUNCH BAG PINK POLKADOT,LUNCH BAG RED RETROSPOT,LUNCH BAG PINK POLKADOT  →  LUNCH BAG RED RETROSPOT,0.0379,0.5574,6.2209,Very Strong
"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO SHOPPER VINTAGE RED PAISLEY",JUMBO BAG RED RETROSPOT,"JUMBO  BAG BAROQUE BLACK WHITE, JUMBO SHOPPER VINTAGE RED PAISLEY  →  JUMBO BAG RED RETROSPOT",0.0125,0.6872,6.2185,Very Strong
"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT",JUMBO BAG APPLES,"JUMBO BAG PINK POLKADOT, JUMBO BAG RED RETROSPOT  →  JUMBO BAG APPLES",0.0119,0.3058,6.2121,Very Strong
"JUMBO BAG ALPHABET, JUMBO BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,"JUMBO BAG ALPHABET, JUMBO BAG PINK POLKADOT  →  JUMBO BAG RED RETROSPOT",0.0102,0.6865,6.2119,Very Strong
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG CARS BLUE,LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG CARS BLUE,0.0181,0.4377,6.1917,Very Strong
LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND,LUNCH BAG SUKI DESIGN  →  LUNCH BAG WOODLAND,0.0223,0.3329,6.1689,Very Strong
LUNCH BAG WOODLAND,LUNCH BAG SUKI DESIGN,LUNCH BAG WOODLAND  →  LUNCH BAG SUKI DESIGN,0.0223,0.4128,6.1689,Very Strong
JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS  →  JAM MAKING SET PRINTED,0.0208,0.3486,6.165,Very Strong
JAM MAKING SET PRINTED,JAM MAKING SET WITH JARS,JAM MAKING SET PRINTED  →  JAM MAKING SET WITH JARS,0.0208,0.3684,6.165,Very Strong
LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE  →  LUNCH BAG SUKI DESIGN,0.0291,0.4118,6.1542,Very Strong
LUNCH BAG SUKI DESIGN,LUNCH BAG CARS BLUE,LUNCH BAG SUKI DESIGN  →  LUNCH BAG CARS BLUE,0.0291,0.4351,6.1542,Very Strong
LUNCH BAG APPLE DESIGN,LUNCH BAG WOODLAND,LUNCH BAG APPLE DESIGN  →  LUNCH BAG WOODLAND,0.0197,0.332,6.1512,Very Strong
LUNCH BAG WOODLAND,LUNCH BAG APPLE DESIGN,LUNCH BAG WOODLAND  →  LUNCH BAG APPLE DESIGN,0.0197,0.3651,6.1512,Very Strong
LUNCH BAG DOLLY GIRL DESIGN,LUNCH BAG PINK POLKADOT,LUNCH BAG DOLLY GIRL DESIGN  →  LUNCH BAG PINK POLKADOT,0.0172,0.4163,6.1259,Very Strong
JUMBO BAG STRAWBERRY,JUMBO STORAGE BAG SUKI,JUMBO BAG STRAWBERRY  →  JUMBO STORAGE BAG SUKI,0.017,0.3523,6.1167,Very Strong
"JUMBO BAG VINTAGE LEAF, JUMBO STORAGE BAG SUKI",JUMBO BAG RED RETROSPOT,"JUMBO BAG VINTAGE LEAF, JUMBO STORAGE BAG SUKI  →  JUMBO BAG RED RETROSPOT",0.0102,0.6755,6.1127,Very Strong
JUMBO  BAG BAROQUE BLACK WHITE,JUMBO BAG PINK POLKADOT,JUMBO  BAG BAROQUE BLACK WHITE  →  JUMBO BAG PINK POLKADOT,0.0189,0.3859,6.1039,Very Strong
"JUMBO BAG PINK POLKADOT, LUNCH BAG PINK POLKADOT",JUMBO BAG RED RETROSPOT,"JUMBO BAG PINK POLKADOT, LUNCH BAG PINK POLKADOT  →  JUMBO BAG RED RETROSPOT",0.0125,0.6739,6.0981,Very Strong
"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT",JUMBO BAG RED RETROSPOT,"JUMBO STORAGE BAG SUKI, LUNCH BAG RED RETROSPOT  →  JUMBO BAG RED RETROSPOT",0.0119,0.6727,6.0873,Very Strong
LUNCH BAG VINTAGE LEAF DESIGN,JUMBO BAG VINTAGE LEAF,LUNCH BAG VINTAGE LEAF DESIGN  →  JUMBO BAG VINTAGE LEAF,0.0151,0.3431,6.076,Very Strong
LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND,LUNCH BAG  BLACK SKULL.  →  LUNCH BAG WOODLAND,0.0261,0.3276,6.0702,Very Strong
LUNCH BAG WOODLAND,LUNCH BAG  BLACK SKULL.,LUNCH BAG WOODLAND  →  LUNCH BAG  BLACK SKULL.,0.0261,0.4829,6.0702,Very Strong
WOOD 2 DRAWER CABINET WHITE FINISH,WOODEN FRAME ANTIQUE WHITE,WOOD 2 DRAWER CABINET WHITE FINISH  →  WOODEN FRAME ANTIQUE WHITE,0.0147,0.375,6.055,Very Strong
LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT  →  LUNCH BAG WOODLAND,0.0293,0.3268,6.0544,Very Strong
LUNCH BAG WOODLAND,LUNCH BAG RED RETROSPOT,LUNCH BAG WOODLAND  →  LUNCH BAG RED RETROSPOT,0.0293,0.5425,6.0544,Very Strong
LUNCH BAG ALPHABET DESIGN,LUNCH BAG SUKI DESIGN,LUNCH BAG ALPHABET DESIGN  →  LUNCH BAG SUKI DESIGN,0.0192,0.4044,6.0431,Very Strong
